firm_id,firm_name,nation_name,latitude,longitude,is_top_supplier,is_oem,tier_depth,product_catalog_common,Certifications
5284386,Firm_0322,Germany,49.15241,9.134118,False,False,2,Window glass,IATF16949 (Formerly ISO/TS16949)
7430236,Firm_0325,Germany,48.039627,10.627961,False,False,2,Exhaust pipe; Fuel piping system; Transmission oil line; Pipe; Fuel line; Hose; AC hose,"IATF16949 (Formerly ISO/TS16949), ISO9001"
8104289,Firm_0368,China,43.808754,125.2267,False,False,2,Interior trim; Exterior decorative parts; Fender / Wheelhouse panel parts; Outside handle; Various lamps,"IATF16949 (Formerly ISO/TS16949), ISO14001"
9002574,Firm_0383,Spain,41.311123,1.2694323,False,False,2,Zinc die cast part; Fastener,IATF16949 (Formerly ISO/TS16949)
9372387,Firm_0320,India,28.447502,76.99609,False,False,3,Hose; Wire harness; Moulded rubber part,
7713840,Firm_0299,India,18.520508,73.856766,False,False,3,CNC machined part; Grommet; Joint; Sheet metal part,ISO9001
9419981,Firm_0013,India,11.127123,78.65689,False,False,2,Various sensors; Various instrument switches; Solenoid / Solenoid valve; Wire harness; Special purpose machine,"IATF16949 (Formerly ISO/TS16949), ISO9001, VDA6.1"
9589865,Firm_0281,India,28.097479,76.58928,False,False,3,CNC machined part,ISO9001
9576531,Firm_0020,India,28.641012,77.248184,False,False,2,Sheet metal part; Die casting mold,"IATF16949 (Formerly ISO/TS16949), QS9000, VDA6.1"
6464987,Firm_0310,India,18.596117,73.72307,False,False,3,Joint; Bolt / Nut; Fastener; Electric connector,ISO9001
6713501,Firm_0256,India,28.374952,77.30203,False,False,3,Spring; Fastener,IATF16949 (Formerly ISO/TS16949)
4395918,Firm_0108,China,30.05542,121.595245,False,False,2,Window regulator guide rail; Sunroof reinforcement part; Window regulator; Sheet metal part,"IATF16949 (Formerly ISO/TS16949), ISO14001, ISO9002, QS9000"
6082223,Firm_0226,China,38.90018,117.20287,False,False,2,Brake pad; Suspension system; Steering gear; Chassis / Frame; Exhaust pipe,
8812321,Firm_0234,India,28.891554,76.54496,False,False,3,Stud; Bolt / Nut; Shaft; Piston,"IATF16949 (Formerly ISO/TS16949), ISO9001"
5569321,Firm_0227,India,28.43369,77.002205,False,False,3,Various motors; Various lamps; Engine mount bracket; Gear; Motorcycle frame assembly; Fuel tank,ISO9001
8729443,Firm_0178,China,31.198992,121.40108,False,False,1,Electric power steering (EPS); Bearing,
3303395,Firm_0398,India,13.002302,80.01397,False,False,3,Interior trim; Exterior decorative parts; Various lamps; HVAC module; Injection molded automotive part; Various plastic molding,IATF16949 (Formerly ISO/TS16949)
9414361,Firm_0147,China,30.32914,120.48894,False,False,1,Various motors; Starter motor; Alternator,
7794623,Firm_0285,China,31.689425,121.10111,False,False,2,Interior trim,"IATF16949 (Formerly ISO/TS16949), ISO14001"
2720604,Firm_0162,China,43.791172,125.20608,False,False,1,Wiper motor; Various motors,
1675786,Firm_0312,India,13.024144,77.520454,False,False,3,Injection molded automotive part,IATF16949 (Formerly ISO/TS16949)
3125199,Firm_0082,China,39.951336,116.46076,True,False,1,Air conditioner compressor; Radiator; Fuel injector; Engine ECU; Starter motor; Alternator; Instrument cluster,
7151505,Firm_0278,Japan,35.653263,139.75522,False,False,2,Various Electrical / Electronic parts; Insulation film; Wire harness,
5466436,Firm_0283,India,18.634209,73.82657,False,False,3,Spring; Injection molded automotive part,ISO9001
7161094,Firm_0289,India,29.962627,78.06046,False,False,3,Aluminum die cast part,"ISO14001, ISO9001"
6435152,Firm_0237,India,28.759052,77.15079,False,False,3,Air cleaner element; Fuel filter; Oil filter; Air cleaner,IATF16949 (Formerly ISO/TS16949)
3762586,Firm_0034,China,33.789658,119.06524,False,False,1,Seal; Hose; Bush; Weatherstrip; Door sealing profile; Gasket,
2673926,Firm_0006,China,41.217648,123.19667,False,False,1,Modified polypropylene compound,
1866227,Firm_0067,China,39.12651,117.4328,False,False,1,Coil spring; Valve spring; Control cable,
4752985,Firm_0059,China,39.19075,117.10449,False,False,1,Sheet metal part; Body reinforcement parts; Fastener,
2843912,Firm_0386,India,19.287283,73.113365,False,False,3,Headlamp; Turn signal lamp; Various lamps,IATF16949 (Formerly ISO/TS16949)
1079260,Firm_0135,China,30.19807,120.26361,False,False,1,Universal joint; Bearing; Suspension system,
6428880,Firm_0230,India,28.585802,77.053696,False,False,3,Control cable; Pipe; Shaft,ISO9001
9499232,Firm_0063,China,39.063976,117.70068,False,False,1,Column switch; Power window switch; Various instrument switches; Keyless entry system,
1386123,Firm_0357,China,22.547985,113.53227,False,False,2,Various instrument switches; Seat belt; Relay; Sheet metal part,
8194129,Firm_0276,India,28.436495,76.99825,False,False,3,Die casting mold; Sheet metal part; Injection molded automotive part,ISO9001
4511941,Firm_0235,India,19.411617,72.85817,False,False,3,Bellows; Rubber-to-metal bonded part; Gasket; O-ring; Seal; Grommet; Moulded rubber part,ISO9001
7318816,Firm_0298,India,12.997668,80.0972,False,False,4,Vibration / Acoustic insulator; Gasket; Grommet; Rubber-to-metal bonded part; O-ring; Seal; Moulded rubber part; Bush,
8296640,Firm_0003,China,43.814484,125.263725,True,False,1,Shock absorber; Air spring assembly; Coil spring; Air conditioner condenser; Radiator; Electric power steering (EPS); Airbag module; Seat belt,
7458675,Firm_0044,China,31.352859,118.432941,False,False,1,Brake master cylinder; Brake wheel cylinder; Clutch master cylinder / pump; Clutch slave cylinder,
1736500,Firm_0395,India,13.246884,77.55364,False,False,2,Fuel injector; Fuel filter; Door lock parts; Window regulator; Electric connector; Various sensors,"IATF16949 (Formerly ISO/TS16949), ISO14001"
9937835,Firm_0260,India,28.966833,76.53375,False,False,3,Bolt / Nut; Cold forged part; Fastener; CNC machined part,IATF16949 (Formerly ISO/TS16949)
5794464,Firm_0007,China,29.833597,121.55151,False,False,1,Timing belt; Exhaust manifold; Hose,
7634151,Firm_0229,India,13.016163,80.190544,False,False,3,Flywheel; Differential case; Various casting; CNC machined part,ISO9001
1412791,Firm_0090,China,39.57257,116.78965,False,False,1,Seat; Seat frame; Door trim; Steering wheel; Airbag module; Seat belt; Vibration / Acoustic insulator; Roof trim,
6717460,Firm_0128,China,31.198576,121.42224,True,False,1,Automatic transmission; Steering gear; Battery tray; Seat,
1771651,Firm_0048,India,28.363245,76.91389,False,False,2,Hose; O-ring; Gasket; Grommet; Rubber-to-metal bonded part; Weatherstrip,"IATF16949 (Formerly ISO/TS16949), ISO14001"
2499988,Firm_0274,India,13.060386,80.24951,False,False,3,Moulded rubber part; Rubber-to-metal bonded part; Weatherstrip; Bellows,ISO9001
2248367,Firm_0043,China,30.506376,104.215935,False,False,1,Alternator; Starter motor; Wiper motor; Drive motor,
9262877,Firm_0112,China,28.122837,121.247444,False,False,1,CNC machined part,
7047282,Firm_0033,China,39.1164,117.286835,False,False,1,Air cleaner element; Fuel filter,
